                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10398      1.0000000000000000E+000      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97                                       98                                       99                                      100                                      101                                      102                                      103                                      104                                      105                                      106                                      107                                      108                                      109                                      110                                      111                                      112                                      113                                      114                                      115                                      116                                      117                                      118                                      119                                      120                                      121                                      122                                      123                                      124                                      125                                      126 
                            model_number                                num_zones                                 star_age                             star_age_sec                             star_age_min                              star_age_hr                             star_age_day                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                               mix_type_1                               mix_qtop_1                               mix_type_2                               mix_qtop_2                               mix_type_3                               mix_qtop_3                               mix_type_4                               mix_qtop_4                               mix_type_5                               mix_qtop_5                               mix_type_6                               mix_qtop_6                               mix_type_7                               mix_qtop_7                               mix_type_8                               mix_qtop_8                               mix_type_9                               mix_qtop_9                              mix_type_10                              mix_qtop_10                          mix_relr_type_1                           mix_relr_top_1                          mix_relr_type_2                           mix_relr_top_2                          mix_relr_type_3                           mix_relr_top_3                          mix_relr_type_4                           mix_relr_top_4                          mix_relr_type_5                           mix_relr_top_5                          mix_relr_type_6                           mix_relr_top_6                          mix_relr_type_7                           mix_relr_top_7                          mix_relr_type_8                           mix_relr_top_8                          mix_relr_type_9                           mix_relr_top_9                         mix_relr_type_10                          mix_relr_top_10                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                              burn_type_1                              burn_qtop_1                              burn_type_2                              burn_qtop_2                              burn_type_3                              burn_qtop_3                              burn_type_4                              burn_qtop_4                              burn_type_5                              burn_qtop_5                              burn_type_6                              burn_qtop_6                              burn_type_7                              burn_qtop_7                              burn_type_8                              burn_qtop_8                              burn_type_9                              burn_qtop_9                             burn_type_10                             burn_qtop_10                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                             log_center_T                           log_center_Rho                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                              num_backups                                num_iters                         Orbital_velocity 
                                     491                                     1281                  1.2049400903593353E+010                  3.8025680093294419E+017                  6.3376133488824030E+015                  1.0562688914804005E+014                  4.4011203811683350E+012                  1.5008884641219937E+000                  9.9400905578620258E-001                  3.3296068791557154E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999420149999E-001                  2.5305811535744899E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999420149999E-001                  2.5305811535744899E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                  2.5305811535744899E-001                                        1                  9.9999999445377541E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        0                  1.2852671710406818E-001                                        1                  9.9944972008624855E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  8.5127109273818091E-001                 -2.2798795269185085E+001                 -9.8999999999999986E+001                  8.5127109273818080E-001                 -7.8612695528503584E-001                  8.4114505728549138E-001                 -2.2798795269185085E+001                  3.5793879125532398E+032                  3.6007078645995880E+032                  3.6650958715671915E+032                  3.7142958131921542E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  1.7986166121787525E-001                                        1                  1.8054313686503928E-001                                        2                  1.8123235179306543E-001                                        3                  1.8206501429201208E-001                                        4                  1.8534789466997334E-001                                        3                  1.8714469632125039E-001                                        2                  1.8986556739318192E-001                                        1                  1.9666837727047601E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  1.8102202337489487E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6796803707184198E+000                  8.7724689458591154E-001                  6.0252154230874322E-001                  3.2302366097926121E+000                  3.0875376678927489E-007                  7.4554922479153447E+000                  4.9102602176211336E+000                  2.0712229182657325E+001                  4.9102602176211336E+000                  7.4554922479153447E+000                  1.3400553785398956E+000                  4.9999263511642389E-001                  4.0609931669864672E+000                  0.0000000000000000E+000                  9.8010386989120979E-001                  5.4322051568427553E-005                  3.9903291057419429E-003                  3.0467747556531259E-003                  9.3376437408028094E-003                  5.4106092921889437E-001                  4.3197545252340824E-001                                        0                                        0                                        6                  2.1760930199145918E+002 
                                     495                                     1270                  1.2049401030343496E+010                  3.8025680493294419E+017                  6.3376134155490700E+015                  1.0562689025915117E+014                  4.4011204274646318E+012                  1.5008884641219937E+000                  9.9400905578620258E-001                  3.3296068791557154E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999420149999E-001                  2.5878557832561849E-001                  2.4936697381395212E-001                  2.4681653677740079E-001                  9.9999999420149999E-001                  2.5878557832561849E-001                  2.4936697381395212E-001                  2.4681653677740079E-001                                        0                  2.4681653677740079E-001                                        1                  2.4940753674978897E-001                                        0                  2.5317177917611317E-001                                        1                  2.5423675479231589E-001                                        0                  2.5878557832561849E-001                                        1                  9.9999999444585297E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        0                  1.1820637256271528E-001                                        1                  1.2264254404338350E-001                                        0                  1.2892181284911086E-001                                        1                  1.3072349873576411E-001                                        0                  1.3841977969372848E-001                                        1                  9.9944904171043014E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  8.5119001125002469E-001                 -2.2798783921132230E+001                 -9.8999999999999986E+001                  8.5119001125002436E-001                 -7.8521773921062776E-001                  8.4104058739077492E-001                 -2.2798783921132230E+001                  3.5793988122542357E+032                  3.6007496026005282E+032                  3.6650697681727106E+032                  3.7142922267498134E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  1.7986166121787500E-001                                        1                  1.8054334888502130E-001                                        2                  1.8123235179306535E-001                                        3                  1.8206501429201200E-001                                        4                  1.8534789466997215E-001                                        3                  1.8714469632124842E-001                                        2                  1.8986556739317950E-001                                        1                  1.9666046001096410E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  1.8102202337489476E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6797057252419125E+000                  8.7729389443223160E-001                  6.0249433318491796E-001                  3.2302910280402624E+000                  6.4416370090027219E-009                  7.4554924268119596E+000                  4.9102606093064161E+000                  2.0712229816914753E+001                  4.9102606093064161E+000                  7.4554924268119596E+000                  1.3400553785398956E+000                  4.9999263511642400E-001                  4.0609931669864672E+000                  0.0000000000000000E+000                  9.8010386989120990E-001                  5.4322051568427560E-005                  3.9903291057419438E-003                  3.0429383416920421E-003                  9.3376424142715773E-003                  5.4101665898610196E-001                  4.3201987955401738E-001                                        0                                        0                                        6                  2.1761611885355401E+002 
                                     500                                     1266                  1.2049401188781174E+010                  3.8025680993294419E+017                  6.3376134988824030E+015                  1.0562689164804005E+014                  4.4011204853350020E+012                  1.5008884641219937E+000                  9.9400905578620258E-001                  3.3296068791557154E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999420149999E-001                  2.6007594465833028E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999420149999E-001                  2.6007594465833028E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                  2.6007594465833028E-001                                        1                  9.9999999444421017E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        0                  1.4062173737796393E-001                                        1                  9.9944897507997255E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  8.5098322541734328E-001                 -2.2798761019262251E+001                 -1.4449439791871097E+001                  8.5098322541734350E-001                 -7.8443919768161385E-001                  8.4081047629044825E-001                 -2.2798761019262251E+001                  3.5794139215162452E+032                  3.6007706075598687E+032                  3.6650266775345115E+032                  3.7142965468370759E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  1.7986166121787500E-001                                        1                  1.8054374826552511E-001                                        2                  1.8123235179306535E-001                                        3                  1.8206501429201200E-001                                        4                  1.8534789466997215E-001                                        3                  1.8714469632124842E-001                                        2                  1.8986556739317950E-001                                        1                  1.9665502075987515E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  1.8102202337489476E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6796996358465552E+000                  8.7732998456790279E-001                  6.0252455704346741E-001                  3.2302305803231635E+000                  4.7130799134989097E-010                  7.4554927924097836E+000                  4.9102613211685462E+000                  2.0712230975485561E+001                  4.9102613211685462E+000                  7.4554927924097836E+000                  1.3400553785398956E+000                  4.9999263511642400E-001                  4.0609931669864672E+000                  0.0000000000000000E+000                  9.8010386989120990E-001                  5.4322051568427560E-005                  3.9903291057419438E-003                  3.0429382914123667E-003                  9.3376424142541416E-003                  5.4101664761103552E-001                  4.3201989093084336E-001                                        0                                        0                                        5                  2.1760854670534820E+002 
                                     505                                     1266                  1.2049401347218851E+010                  3.8025681493294419E+017                  6.3376135822157370E+015                  1.0562689303692895E+014                  4.4011205432053730E+012                  1.5008884641219937E+000                  9.9400905578620258E-001                  3.3296068791557154E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999420149999E-001                  2.6131780276453165E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999420149999E-001                  2.6131780276453165E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                  2.6131780276453165E-001                                        1                  9.9999999444408860E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        0                  1.4264019878350787E-001                                        1                  9.9944896977867237E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  8.5073477566575406E-001                 -2.2798730741738236E+001                 -9.8999999999999986E+001                  8.5073477566575384E-001                 -7.8383103257288078E-001                  8.4054170416347518E-001                 -2.2798730741738236E+001                  3.5794266490791432E+032                  3.6007835972625985E+032                  3.6649989548445570E+032                  3.7143083289063159E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  1.7986166121787500E-001                                        1                  1.8054417802641293E-001                                        2                  1.8123235179306535E-001                                        3                  1.8206501429201200E-001                                        4                  1.8534789466997215E-001                                        3                  1.8714469632124842E-001                                        2                  1.8986556739317950E-001                                        1                  1.9665357051104163E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  1.8102202337489476E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6796983770089522E+000                  8.7732719785117130E-001                  6.0252568136030848E-001                  3.2302283316894815E+000                  1.4197071145166582E-010                  7.4554932777291816E+000                  4.9102622211276739E+000                  2.0712232443530386E+001                  4.9102622211276739E+000                  7.4554932777291816E+000                  1.3400553785398956E+000                  4.9999263511642400E-001                  4.0609931669864672E+000                  0.0000000000000000E+000                  9.8010386989120990E-001                  5.4322051568427560E-005                  3.9903291057419438E-003                  3.0429382914123663E-003                  9.3376424142541416E-003                  5.4101663624202445E-001                  4.3201990230455667E-001                                        0                                        0                                        5                  2.1760826502919798E+002 
                                     510                                     1266                  1.2049401505656528E+010                  3.8025681993294419E+017                  6.3376136655490700E+015                  1.0562689442581783E+014                  4.4011206010757432E+012                  1.5008884641219937E+000                  9.9400905578620258E-001                  3.3296068791557154E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999420149999E-001                  2.6145104593747687E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999420149999E-001                  2.6145104593747687E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                  2.6145104593747687E-001                                        1                  9.9999999444399357E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        0                  1.4288032667907016E-001                                        1                  9.9944896568302444E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  8.5042301258485775E-001                 -2.2798700077887261E+001                 -1.4352529778863040E+001                  8.5042301258485797E-001                 -7.8336795948416726E-001                  8.4021152344879257E-001                 -2.2798700077887261E+001                  3.5794373558301419E+032                  3.6007944805840112E+032                  3.6649781544038847E+032                  3.7143199890109580E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  1.7986166121787500E-001                                        1                  1.8054459590878363E-001                                        2                  1.8123235179306535E-001                                        3                  1.8206501429201200E-001                                        4                  1.8534789466997215E-001                                        3                  1.8714469632124842E-001                                        2                  1.8986556739317950E-001                                        1                  1.9665212322012887E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  1.8102202337489476E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6796970988513760E+000                  8.7732327369640151E-001                  6.0252627559807492E-001                  3.2302271432139489E+000                  1.0072417358785961E-010                  7.4554937693135042E+000                  4.9102631309373859E+000                  2.0712233927781568E+001                  4.9102631309373859E+000                  7.4554937693135042E+000                  1.3400553785398956E+000                  4.9999263511642400E-001                  4.0609931669864672E+000                  0.0000000000000000E+000                  9.8010386989120990E-001                  5.4322051568427560E-005                  3.9903291057419438E-003                  3.0429382914123650E-003                  9.3376424142541416E-003                  5.4101662488106306E-001                  4.3201991367257575E-001                                        0                                        0                                        5                  2.1760811615440156E+002 
                                     515                                     1266                  1.2049401664094208E+010                  3.8025682493294419E+017                  6.3376137488824030E+015                  1.0562689581470672E+014                  4.4011206589461133E+012                  1.5008884641219937E+000                  9.9400905578620258E-001                  3.3296068791557154E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999420149999E-001                  2.6132335483657165E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999420149999E-001                  2.6132335483657165E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                  2.6132335483657165E-001                                        1                  9.9999999444389798E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        0                  1.4269481529361458E-001                                        1                  9.9944896174096109E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  8.5007600582033360E-001                 -2.2798668839636559E+001                 -9.8999999999999986E+001                  8.5007600582033338E-001                 -7.8299716519465357E-001                  8.3984742471494367E-001                 -2.2798668839636559E+001                  3.5794465631568592E+032                  3.6008044640601335E+032                  3.6649616076467927E+032                  3.7143306424522872E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  1.7986166121787500E-001                                        1                  1.8054498316070433E-001                                        2                  1.8123235179306535E-001                                        3                  1.8206501429201200E-001                                        4                  1.8534789466997215E-001                                        3                  1.8714469632124842E-001                                        2                  1.8986556739317950E-001                                        1                  1.9665070122323863E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  1.8102202337489476E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6796958226333114E+000                  8.7731960604274206E-001                  6.0252699420737499E-001                  3.2302257059953483E+000                  1.6393882010571696E-010                  7.4554942702171010E+000                  4.9102640553937809E+000                  2.0712235436130310E+001                  4.9102640553937809E+000                  7.4554942702171010E+000                  1.3400553785398956E+000                  4.9999263511642400E-001                  4.0609931669864672E+000                  0.0000000000000000E+000                  9.8010386989120990E-001                  5.4322051568427560E-005                  3.9903291057419438E-003                  3.0429382914123650E-003                  9.3376424142541416E-003                  5.4101661352923902E-001                  4.3201992503339282E-001                                        0                                        0                                        5                  2.1760793612085533E+002 
                                     520                                     1266                  1.2049401822531885E+010                  3.8025682993294419E+017                  6.3376138322157370E+015                  1.0562689720359561E+014                  4.4011207168164834E+012                  1.5008884641219937E+000                  9.9400905578620258E-001                  3.3296068791557154E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999420149999E-001                  2.6041467766466103E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999420149999E-001                  2.6041467766466103E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                  2.6041467766466103E-001                                        1                  9.9999999444376408E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        0                  1.4125963926234752E-001                                        1                  9.9944895720371973E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  8.4971019462808528E-001                 -2.2798636841798022E+001                 -1.4352529778863040E+001                  8.4971019462808561E-001                 -7.8268919153395577E-001                  8.3946554331000456E-001                 -2.2798636841798022E+001                  3.5794547079968549E+032                  3.6008139847002506E+032                  3.6649477936166227E+032                  3.7143400844193496E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  1.7986166121787500E-001                                        1                  1.8054533908581619E-001                                        2                  1.8123235179306535E-001                                        3                  1.8206501429201200E-001                                        4                  1.8534789466997215E-001                                        3                  1.8714469632124842E-001                                        2                  1.8986556739317950E-001                                        1                  1.9664936241961939E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  1.8102202337489476E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6796945958935670E+000                  8.7731920691545018E-001                  6.0252924812321851E-001                  3.2302211981636613E+000                  5.2293582633955238E-010                  7.4554947834470759E+000                  4.9102649992194225E+000                  2.0712236976346738E+001                  4.9102649992194225E+000                  7.4554947834470759E+000                  1.3400553785398956E+000                  4.9999263511642400E-001                  4.0609931669864672E+000                  0.0000000000000000E+000                  9.8010386989120990E-001                  5.4322051568427560E-005                  3.9903291057419438E-003                  3.0429382914123641E-003                  9.3376424142541416E-003                  5.4101660218712688E-001                  4.3201993638611347E-001                                        0                                        0                                        4                  2.1760737144716160E+002 
