                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10398      9.8290000000000000E-001      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63 
                            model_number                                num_zones                             log_star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                              effective_T                                 log_Teff                                    log_L                                   radius                                    log_R                                    log_g                        v_div_csound_surf                             log_center_T                           log_center_Rho                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                              num_backups                                num_iters 
                                       1                                      429                 -4.9999999999999991E+000                 -4.9999999999999991E+000                  9.8289999999999833E-001                  3.3291187785627962E+001                 -9.8159060110734107E+000                  6.7091143099585985E-005                  4.2463167706470084E-001                  2.4312559559815588E-004                  9.6094769044208228E-001                  5.5056871333745483E-001                  4.2463167706470084E-001                  2.4312559559815588E-004                  9.6094769044208228E-001                  5.5056871333745483E-001                 -1.4470985061354769E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4470985061354769E+001                 -1.4470985061354769E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4501642491916127E+003                  3.6483760404643397E+000                  1.6678473193792804E+000                  1.1492920834668949E+001                  1.0604304152135862E+000                  2.3095378580537274E+000                 -6.6868442688770124E-002                  5.8458689339117926E+000                 -2.1802013028669309E+000                  1.1789466195227860E+001                 -2.1802013028669309E+000                  5.8458689339117926E+000                  6.2093455658436947E-001                  8.4999665454416684E-001                  1.2966454153355984E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3393757928402401E-003                  3.4416073257059884E-003                  9.3393757928402384E-003                  6.8803000000000047E-001                  2.7518271190431171E-001                                        0                                        0                                        3 
                                       2                                      432                 -4.6575773191777934E+000                 -4.9208187539523749E+000                  9.8289999999999633E-001                  3.3291187785627955E+001                 -9.8170735691326865E+000                  6.7089678906504522E-005                  4.2463167706470151E-001                  2.4312597016437848E-004                  9.6094769044208406E-001                  5.5056871333036550E-001                  4.2463167706470151E-001                  2.4312597016437848E-004                  9.6094769044208406E-001                  5.5056871333036550E-001                 -1.4470985149908485E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4470985149908485E+001                 -1.4470985149908485E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4469425309983699E+003                  3.6480615169840007E+000                  1.6665711287057559E+000                  1.1492681386112670E+001                  1.0604213668375031E+000                  2.3095559548058926E+000                 -6.4337024603675616E-002                  5.8458689368170926E+000                 -2.1802012899905070E+000                  1.1789466210993645E+001                 -2.1802012899905070E+000                  5.8458689368170926E+000                  6.2093455658093977E-001                  8.4999665454416673E-001                  1.2966454153355984E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3393757928402401E-003                  3.4416073257059884E-003                  9.3393757928402418E-003                  6.8802999999999959E-001                  2.7518271190431126E-001                                        0                                        0                                        4 
                                       3                                      430                 -4.4388986163509436E+000                 -4.8416375079047498E+000                  9.8289999999999422E-001                  3.3291187785627955E+001                 -9.8183588081822943E+000                  6.7087846373448882E-005                  4.2463167706470251E-001                  2.4312643784869922E-004                  9.6094769044208617E-001                  5.5056871332151114E-001                  4.2463167706470251E-001                  2.4312643784869922E-004                  9.6094769044208617E-001                  5.5056871332151114E-001                 -1.4470985254043272E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4470985254043272E+001                 -1.4470985254043272E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4431022354896122E+003                  3.6476863064432488E+000                  1.6650489630682193E+000                  1.1492399249335724E+001                  1.0604107051002380E+000                  2.3095772782804218E+000                 -6.3206072983936379E-002                  5.8458689404524078E+000                 -2.1802012751783035E+000                  1.1789466229426965E+001                 -2.1802012751783035E+000                  5.8458689404524078E+000                  6.2093455657647878E-001                  8.4999665454416684E-001                  1.2966454153355984E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3393757928402401E-003                  3.4416073257059880E-003                  9.3393757928402418E-003                  6.8802999999999803E-001                  2.7518271190431071E-001                                        0                                        0                                        4 
                                       4                                      430                 -4.2701874928390637E+000                 -4.7624562618571247E+000                  9.8289999999999156E-001                  3.3291187785627955E+001                 -9.8198916355570933E+000                  6.7085536675628592E-005                  4.2463167706470351E-001                  2.4312702574082407E-004                  9.6094769044208861E-001                  5.5056871331040191E-001                  4.2463167706470351E-001                  2.4312702574082407E-004                  9.6094769044208861E-001                  5.5056871331040191E-001                 -1.4470985376143368E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4470985376143368E+001                 -1.4470985376143368E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4386145114028923E+003                  3.6472474286837859E+000                  1.6632685891445254E+000                  1.1492070290376949E+001                  1.0603982736573168E+000                  2.3096021411662631E+000                 -6.1451344607671481E-002                  5.8458689449806949E+000                 -2.1802012582413228E+000                  1.1789466250881238E+001                 -2.1802012582413228E+000                  5.8458689449806949E+000                  6.2093455657072449E-001                  8.4999665454416673E-001                  1.2966454153355982E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3393757928402401E-003                  3.4416073257059875E-003                  9.3393757928402401E-003                  6.8802999999999659E-001                  2.7518271190430998E-001                                        0                                        0                                        4 
                                       5                                      430                 -4.1283336778325586E+000                 -4.6832750158095005E+000                  9.8289999999998823E-001                  3.3291187785627955E+001                 -9.8216844409237076E+000                  6.7082602312803656E-005                  5.2495747697048556E-001                  2.4312777036803913E-004                  9.6094769044209161E-001                  5.5056871329639800E-001                  5.2495747697048556E-001                  2.4312777036803913E-004                  9.6094769044209161E-001                  5.5056871329639800E-001                 -1.4470985518833967E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4470985518833967E+001                 -1.4470985518833967E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4334825739776807E+003                  3.6467450057881918E+000                  1.6612301726543077E+000                  1.1491690245021431E+001                  1.0603839112033977E+000                  2.3096308660740998E+000                 -5.9204702686788895E-002                  5.8458689505876169E+000                 -2.1802012389985332E+000                  1.1789466275724982E+001                 -2.1802012389985332E+000                  5.8458689505876169E+000                  6.2093455656337349E-001                  8.4999665454416673E-001                  1.2966454153355986E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3393757928402401E-003                  3.4416073257059871E-003                  9.3393757928402418E-003                  6.8802999999999415E-001                  2.7518271190430921E-001                                        0                                        0                                        3 
                                       6                                      430                 -4.0030542503665023E+000                 -4.6040937697618753E+000                  9.8289999999998445E-001                  3.3291187785627955E+001                 -9.8237372198678443E+000                  6.7078840961350982E-005                  5.2495747697048645E-001                  2.4312872164541094E-004                  9.6094769044209516E-001                  5.5056871327866241E-001                  5.2495747697048645E-001                  2.4312872164541094E-004                  9.6094769044209516E-001                  5.5056871327866241E-001                 -1.4470985684938322E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4470985684938322E+001                 -1.4470985684938322E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4276874639240505E+003                  3.6461769578517771E+000                  1.6589250321202678E+000                  1.1491254331022557E+001                  1.0603674368092058E+000                  2.3096638148624820E+000                 -5.6636317295440254E-002                  5.8458689574819358E+000                 -2.1802012172776060E+000                  1.1789466304341463E+001                 -2.1802012172776060E+000                  5.8458689574819358E+000                  6.2093455655408170E-001                  8.4999665454416673E-001                  1.2966454153355982E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3393757928402401E-003                  3.4416073257059862E-003                  9.3393757928402401E-003                  6.8802999999999126E-001                  2.7518271190430788E-001                                        0                                        0                                        6 
                                       7                                      430                 -3.8888751916221418E+000                 -4.5249125237142502E+000                  9.8289999999997979E-001                  3.3291187785627947E+001                 -9.8260588347960738E+000                  6.7073971606082088E-005                  5.2495747697048678E-001                  2.4312994856818805E-004                  9.6094769044209938E-001                  5.5056871325609746E-001                  5.2495747697048678E-001                  2.4312994856818805E-004                  9.6094769044209938E-001                  5.5056871325609746E-001                 -1.4470985877506696E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4470985877506696E+001                 -1.4470985877506696E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4212070506742621E+003                  3.6455408539377032E+000                  1.6563430845548797E+000                  1.1490757802269650E+001                  1.0603486708546603E+000                  2.3097013467715706E+000                 -5.3809185470608152E-002                  5.8458689658923024E+000                 -2.1802011929166158E+000                  1.1789466337123772E+001                 -2.1802011929166158E+000                  5.8458689658923024E+000                  6.2093455654246754E-001                  8.4999665454416673E-001                  1.2966454153355986E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3393757928402401E-003                  3.4416073257059862E-003                  9.3393757928402401E-003                  6.8802999999998848E-001                  2.7518271190430688E-001                                        0                                        0                                        4 
                                       8                                      428                 -3.7825401453214456E+000                 -4.4457312776666260E+000                  9.8289999999997435E-001                  3.3291187785627947E+001                 -9.8286595483160060E+000                  6.7067599011057648E-005                  5.2495747697048756E-001                  2.4313154774047263E-004                  9.6094769044210437E-001                  5.5056871322726331E-001                  5.2495747697048756E-001                  2.4313154774047263E-004                  9.6094769044210437E-001                  5.5056871322726331E-001                 -1.4470986600740835E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4470986600740835E+001                 -1.4470986600740835E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4140314692605398E+003                  3.6448354250824289E+000                  1.6534791449741688E+000                  1.1490199222988910E+001                  1.0603275587748535E+000                  2.3097435709311820E+000                 -5.0496421618899917E-002                  5.8458689419144205E+000                 -2.1802012175291261E+000                  1.1789466288303956E+001                 -2.1802012175291261E+000                  5.8458689419144205E+000                  6.2093455658143315E-001                  8.4999665454416673E-001                  1.2966454153355984E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3393757928402401E-003                  3.4416073257059858E-003                  9.3393757928402418E-003                  6.8802999999998271E-001                  2.7518271190430454E-001                                        0                                        0                                        8 
                                       9                                      426                 -3.6819595963912759E+000                 -4.3665500316190009E+000                  9.8289999999996791E-001                  3.3291187785627947E+001                 -9.8315445999765210E+000                  6.7059160319443698E-005                  5.2495747697048911E-001                  2.4313365612559895E-004                  9.6094769044211048E-001                  5.5056871319026557E-001                  5.2495747697048911E-001                  2.4313365612559895E-004                  9.6094769044211048E-001                  5.5056871319026557E-001                 -1.4471009038545544E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4471009038545544E+001                 -1.4471009038545544E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4061705813154367E+003                  3.6440613064983549E+000                  1.6503354303011684E+000                  1.1489574317375096E+001                  1.0603039386065014E+000                  2.3097908112678831E+000                 -4.7130302308928611E-002                  5.8459162808467307E+000                 -2.1801294434997605E+000                  1.1789585751711678E+001                 -2.1801294434997605E+000                  5.8459162808467307E+000                  6.2093448270474039E-001                  8.4999665454416673E-001                  1.2966454153355984E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3393757928402401E-003                  3.4416073257059845E-003                  9.3393757928402384E-003                  6.8802999999997672E-001                  2.7518271190430227E-001                                        0                                        0                                        9 
