                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                                    2200                                     1509                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.2057277353559563E+007                  1.9164351306181043E+001                  3.9915615846251480E+003                  2.4738027346712261E+004                  3.2934850815972635E+002                 -1.8129252092107659E+000                  1.0000000000210298E-099                  1.0000000000017821E-099                  5.9418671051478536E-017                  2.9287432388701512E-001                  0.0000000000000000E+000                  6.8279914039932366E-001                  1.9632317513408028E-002                  1.4749326507440779E+001                 -3.0004259077639628E-007                  7.0112956713041834E+000                  1.6385601644176297E-004                  5.4324566913505112E+000                  6.6195544264280060E-001                  6.5440647692771067E-002                  1.4406420084339910E+000                  7.3154223111485450E-002                  4.0941579811805564E+000                  1.9845447478663356E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4747900748683046E+001                  3.2786440787980877E+002                  1.4747648661259118E+001                  3.2763730425207615E+002                  1.5582280843434278E+007                  6.2676271425437335E+002                  5.9622080211666496E+006                  4.4215731218952416E+004                  2.8361943851787196E+001                  3.9922447935313998E+004                  7.7085174390407485E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.8050536712231931E+014 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  1.4749326507440779E+001                  2.5176557005710163E+000                  3.6011428350391288E+000                 -8.6291496318489269E+000                  2.7615152407656689E+000                  6.6100380128099134E-001                  3.1892556934010496E-001                  2.0070629378903693E-002 
                                       2                  1.4749326507426030E+001                  2.5176557005351707E+000                  3.6011428388484745E+000                 -8.6291496051875374E+000                  2.7615152712235465E+000                  6.6100380128099134E-001                  3.1892556934010496E-001                  2.0070629378903693E-002 
                                       3                  1.4749326507368645E+001                  2.5176557003957107E+000                  3.6011428512361658E+000                 -8.6291495184868499E+000                  2.7615153702701156E+000                  6.6100380128099134E-001                  3.1892556934010496E-001                  2.0070629378903693E-002 
                                       4                  1.4749326507191453E+001                  2.5176556999650974E+000                  3.6011428867764477E+000                 -8.6291492697427916E+000                  2.7615156544345036E+000                  6.6100380128099134E-001                  3.1892556934010496E-001                  2.0070629378903693E-002 
                                       5                  1.4749326506695642E+001                  2.5176556987601679E+000                  3.6011429391425720E+000                 -8.6291489032363700E+000                  2.7615160731303106E+000                  6.6100380128099134E-001                  3.1892556934010496E-001                  2.0070629378903693E-002 
                                       6                  1.4749326506199830E+001                  2.5176556975552415E+000                  3.6011430233723694E+000                 -8.6291483137198153E+000                  2.7615167465923824E+000                  6.6100380128099134E-001                  3.1892556934010496E-001                  2.0070629378903693E-002 
                                       7                  1.4749326505100639E+001                  2.5176556948839743E+000                  3.6011431974664077E+000                 -8.6291470952568634E+000                  2.7615181385618013E+000                  6.6100380128099134E-001                  3.1892556934010502E-001                  2.0070629378903693E-002 
                                       8                  1.4749326502903136E+001                  2.5176556895435906E+000                  3.6011435359574420E+000                 -8.6291447262191490E+000                  2.7615208449481647E+000                  6.6100380128099134E-001                  3.1892556934010496E-001                  2.0070629378903693E-002 
                                       9                  1.4749326498690889E+001                  2.5176556793070324E+000                  3.6011441102436370E+000                 -8.6291407069553259E+000                  2.7615254365600896E+000                  6.6100380128099134E-001                  3.1892556934010496E-001                  2.0070629378903693E-002 
                                      10                  1.4749326492028365E+001                  2.5176556631159759E+000                  3.6011450343903686E+000                 -8.6291342392785975E+000                  2.7615328252649736E+000                  6.6100380128099134E-001                  3.1892556934010496E-001                  2.0070629378903693E-002 
                                      11                  1.4749326481191245E+001                  2.5176556367803467E+000                  3.6011468034838905E+000                 -8.6291218587373084E+000                  2.7615469689306327E+000                  6.6100380128099134E-001                  3.1892556934010496E-001                  2.0070629378903693E-002 
                                      12                  1.4749326458529236E+001                  2.5176555817102191E+000                  3.6011506806149067E+000                 -8.6290947280679493E+000                  2.7615779636524413E+000                  6.6100380128099134E-001                  3.1892556934010496E-001                  2.0070629378903693E-002 
                                      13                  1.4749326407776785E+001                  2.5176554583861641E+000                  3.6011575884439222E+000                 -8.6290463985848813E+000                  2.7616331776748857E+000                  6.6100380128099134E-001                  3.1892556934010496E-001                  2.0070629378903693E-002 
                                      14                  1.4749326327735822E+001                  2.5176552639149916E+000                  3.6011686408859922E+000                 -8.6289690949838658E+000                  2.7617214964867367E+000                  6.6100380128099134E-001                  3.1892556934010502E-001                  2.0070629378903693E-002 
                                      15                  1.4749326198529085E+001                  2.5176549500437311E+000                  3.6011867781603972E+000                 -8.6288422993194569E+000                  2.7618663684131208E+000                  6.6100380128099134E-001                  3.1892556934010496E-001                  2.0070629378903693E-002 
                                      16                  1.4749325984409539E+001                  2.5176544300511288E+000                  3.6012218660022293E+000                 -8.6285972105768352E+000                  2.7621464272519738E+000                  6.6100380128099134E-001                  3.1892556934010496E-001                  2.0070629378903693E-002 
                                      17                  1.4749325534507040E+001                  2.5176533380663564E+000                  3.6013015018221495E+000                 -8.6280419506612631E+000                  2.7627810571368938E+000                  6.6100380128099134E-001                  3.1892556934010496E-001                  2.0070629378903693E-002 
                                      18                  1.4749324478125915E+001                  2.5176507773054566E+000                  3.6014732637305387E+000                 -8.6268491636602427E+000                  2.7641450393250513E+000                  6.6100380128098246E-001                  3.1892556934011385E-001                  2.0070629378903693E-002 
                                      19                  1.4749322289735167E+001                  2.5176454868598213E+000                  3.6017797990531548E+000                 -8.6247372451301807E+000                  2.7665625048671263E+000                  6.6100380128098235E-001                  3.1892556934011396E-001                  2.0070629378903693E-002 
                                      20                  1.4749318702410701E+001                  2.5176368561401929E+000                  3.6023445125106823E+000                 -8.6208992360973209E+000                  2.7709634786658461E+000                  6.6100380128097302E-001                  3.1892556934012328E-001                  2.0070629378903693E-002 
                                      21                  1.4749311693041948E+001                  2.5176201392584674E+000                  3.6034745975066373E+000                 -8.6134160495170899E+000                  2.7795735162645112E+000                  6.6100380128096115E-001                  3.1892556934013522E-001                  2.0070629378903693E-002 
                                      22                  1.4749297661200011E+001                  2.5175872402899389E+000                  3.6051730338430339E+000                 -8.6026685149242024E+000                  2.7920152777736318E+000                  6.6100380128093594E-001                  3.1892556934016042E-001                  2.0070629378903693E-002 
                                      23                  1.4749280550790621E+001                  2.5175480941872204E+000                  3.6073491205846246E+000                 -8.5896477761591505E+000                  2.8072076497506551E+000                  6.6100380128090153E-001                  3.1892556934019484E-001                  2.0070629378903693E-002 
                                      24                  1.4749258418218401E+001                  2.5174989387307480E+000                  3.6099993560485419E+000                 -8.5748056376937782E+000                  2.8246958081656874E+000                  6.6100380128084968E-001                  3.1892556934024663E-001                  2.0070629378903693E-002 
                                      25                  1.4749233665999739E+001                  2.5174457933786401E+000                  3.6132437259568255E+000                 -8.5578966130238516E+000                  2.8448454460151007E+000                  6.6100380128077862E-001                  3.1892556934031768E-001                  2.0070629378903693E-002 
                                      26                  1.4749202032151086E+001                  2.5173804394181341E+000                  3.6164489962476951E+000                 -8.5424214068946807E+000                  2.8635234969971912E+000                  6.6100380128066238E-001                  3.1892556934043398E-001                  2.0070629378903693E-002 
                                      27                  1.4749179041937371E+001                  2.5173345878185134E+000                  3.6189520807772300E+000                 -8.5310131095589359E+000                  2.8774336417203070E+000                  6.6100380128054548E-001                  3.1892556934055094E-001                  2.0070629378903582E-002 
                                      28                  1.4749159815813991E+001                  2.5172972267119942E+000                  3.6218592740009679E+000                 -8.5183957473299508E+000                  2.8929573417225822E+000                  6.6100380128041825E-001                  3.1892556934067817E-001                  2.0070629378903582E-002 
                                      29                  1.4749130320875805E+001                  2.5172415340838872E+000                  3.6250464262759490E+000                 -8.5053311856481759E+000                  2.9092087993900555E+000                  6.6100380128017300E-001                  3.1892556934092336E-001                  2.0070629378903693E-002 
                                      30                  1.4749106936998608E+001                  2.5171986742965458E+000                  3.6276419096937840E+000                 -8.4951892774313720E+000                  2.9219463845042690E+000                  6.6100380127990122E-001                  3.1892556934119515E-001                  2.0070629378903693E-002 
                                      31                  1.4749087486692243E+001                  2.5171638377918861E+000                  3.6304297959758087E+000                 -8.4847322396900147E+000                  2.9351918420564154E+000                  6.6100380127960345E-001                  3.1892556934149291E-001                  2.0070629378903693E-002 
                                      32                  1.4749061056896718E+001                  2.5171176139028173E+000                  3.6340688504395486E+000                 -8.4717197784092750E+000                  2.9518445084081537E+000                  6.6100380127909197E-001                  3.1892556934200428E-001                  2.0070629378903693E-002 
                                      33                  1.4749027808465922E+001                  2.5170611611161382E+000                  3.6371480829179195E+000                 -8.4612367437219032E+000                  2.9654081136832171E+000                  6.6100380127821634E-001                  3.1892556934287997E-001                  2.0070629378903693E-002 
                                      34                  1.4749010755317761E+001                  2.5170328887047022E+000                  3.6407630643805189E+000                 -8.4494072752336269E+000                  2.9808544245440034E+000                  6.6100380127755831E-001                  3.1892556934353805E-001                  2.0070629378903693E-002 
                                      35                  1.4748968593858207E+001                  2.5169648448471720E+000                  3.6444398676204384E+000                 -8.4379293424148845E+000                  2.9960114157760964E+000                  6.6100380127552316E-001                  3.1892556934557315E-001                  2.0070629378903693E-002 
                                      36                  1.4748950603749782E+001                  2.5169365587104666E+000                  3.6479757806563136E+000                 -8.4272959570684574E+000                  3.0101831026869013E+000                  6.6100380127409220E-001                  3.1892556934700417E-001                  2.0070629378903693E-002 
                                      37                  1.4748910436528970E+001                  2.5168749115395634E+000                  3.6526985973808266E+000                 -8.4136760190656563E+000                  3.0285272078719214E+000                  6.6100380126993052E-001                  3.1892556935116584E-001                  2.0070629378903693E-002 
                                      38                  1.4748872494054563E+001                  2.5168184537023710E+000                  3.6565130288616556E+000                 -8.4030692873036870E+000                  3.0429267836146887E+000                  6.6100380126320513E-001                  3.1892556935789124E-001                  2.0070629378903693E-002 
                                      39                  1.4748846801998642E+001                  2.5167811345835163E+000                  3.6600853460951766E+000                 -8.3933972581558685E+000                  3.0561126453061549E+000                  6.6100380125538560E-001                  3.1892556936571070E-001                  2.0070629378903693E-002 
                                      40                  1.4748812363854459E+001                  2.5167321984541888E+000                  3.6647639520180277E+000                 -8.3810582077020310E+000                  3.0729874957393060E+000                  6.6100380123982505E-001                  3.1892556938127126E-001                  2.0070629378903693E-002 
                                      41                  1.4748767173169544E+001                  2.5166697578909134E+000                  3.6692478216217275E+000                 -8.3695456239381958E+000                  3.0887823254845874E+000                  6.6100380120728819E-001                  3.1892556941380795E-001                  2.0070629378903915E-002 
                                      42                  1.4748735019544474E+001                  2.5166264772352176E+000                  3.6732956286929248E+000                 -8.3594246197291948E+000                  3.1027317930643341E+000                  6.6100380116946933E-001                  3.1892556945162659E-001                  2.0070629378904137E-002 
                                      43                  1.4748696514450703E+001                  2.5165758246088319E+000                  3.6777882697301942E+000                 -8.3485042799022704E+000                  3.1178885275344208E+000                  6.6100380110952561E-001                  3.1892556951156947E-001                  2.0070629378904914E-002 
                                      44                  1.4748655665555164E+001                  2.5165234044453144E+000                  3.6830554138402669E+000                 -8.3361741982597213E+000                  3.1352152055288940E+000                  6.6100380102486977E-001                  3.1892556959622331E-001                  2.0070629378906912E-002 
                                      45                  1.4748602386540192E+001                  2.5164569196227515E+000                  3.6897076584292239E+000                 -8.3214623585409555E+000                  3.1563533174001268E+000                  6.6100380087581112E-001                  3.1892556974527420E-001                  2.0070629378914684E-002 
                                      46                  1.4748535701428578E+001                  2.5163764366851478E+000                  3.6959781703147376E+000                 -8.3086793709111468E+000                  3.1753377104297060E+000                  6.6100380058290342E-001                  3.1892557003814298E-001                  2.0070629378953653E-002 
                                      47                  1.4748489636964702E+001                  2.5163224284842673E+000                  3.7021214349394120E+000                 -8.2971833598914344E+000                  3.1929904161296592E+000                  6.6100380020876015E-001                  3.1892557041218256E-001                  2.0070629379057348E-002 
                                      48                  1.4748426399286977E+001                  2.5162501909426038E+000                  3.7081425346226298E+000                 -8.2872401751850830E+000                  3.2089745232504758E+000                  6.6100380002216486E-001                  3.1892557059866811E-001                  2.0070629379167038E-002 
                                      49                  1.4748386827829666E+001                  2.5162059931519472E+000                  3.7135040510570563E+000                 -8.2793214623901541E+000                  3.2222742627357159E+000                  6.6100380002201675E-001                  3.1892557059881610E-001                  2.0070629379167149E-002 
                                      50                  1.4748337960003809E+001                  2.5161523802227315E+000                  3.7189430303694868E+000                 -8.2724545974211523E+000                  3.2346040796164899E+000                  6.6100380002192316E-001                  3.1892557059890952E-001                  2.0070629379167260E-002 
                                      51                  1.4748302424790118E+001                  2.5161139938933852E+000                  3.7234574511822065E+000                 -8.2675043031771391E+000                  3.2440923603626177E+000                  6.6100380002186654E-001                  3.1892557059896626E-001                  2.0070629379167260E-002 
