                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10398      9.8290000000000000E-001      2.5000000000000001E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63 
                            model_number                                num_zones                             log_star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                              effective_T                                 log_Teff                                    log_L                                   radius                                    log_R                                    log_g                        v_div_csound_surf                             log_center_T                           log_center_Rho                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                              num_backups                                num_iters 
                                      45                                      424                 -7.3799268828762643E-001                 -1.5160251739045081E+000                  9.8289999997875321E-001                  3.3291187785618568E+001                 -9.9362856816071830E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  1.7342045244011480E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  1.7342045244011480E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4506245314745302E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4506245314745302E+001                 -1.4506245314745302E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1187073615211175E+003                  3.6147609359740311E+000                  1.5435371467424246E+000                  1.1628013782894431E+001                  1.0655055378757765E+000                  2.2993876127199600E+000                 -7.6857865259476718E-006                  5.8459108321670978E+000                 -2.1964853308439567E+000                  1.1767612531649624E+001                 -2.1964853308439567E+000                  5.8459108321670978E+000                  6.2945900684592349E-001                  8.4249475397894957E-001                  1.3174787062353968E+000                  6.8500000000000005E-001                  2.8996913816348990E-001                  4.3020091571324658E-003                  1.1674219741050247E-002                  4.3020091571324658E-003                  1.1674219741050243E-002                  6.7328649998544587E-001                  2.8501066589473323E-001                                        0                                        0                                        5 
                                      46                                      424                 -6.5879164585664562E-001                 -1.4368439278568834E+000                  9.8289999997451827E-001                  3.3291187785616700E+001                 -9.9363086190979661E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  1.7342045611858099E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  1.7342045611858099E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4506239031031367E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4506239031031367E+001                 -1.4506239031031367E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1186839337268802E+003                  3.6147584656381211E+000                  1.5435232219148716E+000                  1.1627959651908190E+001                  1.0655035161338191E+000                  2.2993916562020029E+000                 -5.0498030565847411E-006                  5.8459115985909733E+000                 -2.1964841644025586E+000                  1.1767614470412729E+001                 -2.1964841644025586E+000                  5.8459115985909733E+000                  6.2945900532221710E-001                  8.4249475397894957E-001                  1.3174787062353968E+000                  6.8500000000000005E-001                  2.8996913816348990E-001                  4.3020091571324658E-003                  1.1674219741050247E-002                  4.3020091571324640E-003                  1.1674219741050236E-002                  6.7328649998254464E-001                  2.8501066589350527E-001                                        0                                        0                                        3 
                                      47                                      424                 -5.7959390351217777E-001                 -1.3576626818092585E+000                  9.8289999996943656E-001                  3.3291187785614454E+001                 -9.9363245656656041E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  1.7342045132891211E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  1.7342045132891211E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4506231180848971E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4506231180848971E+001                 -1.4506231180848971E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1186696266988774E+003                  3.6147569570314388E+000                  1.5435139009125034E+000                  1.1627915654001033E+001                  1.0655018728460011E+000                  2.2993949427753937E+000                 -3.4046624270268445E-006                  5.8459125008571222E+000                 -2.1964827911448621E+000                  1.1767616752879414E+001                 -2.1964827911448621E+000                  5.8459125008571222E+000                  6.2945900352846307E-001                  8.4249475397894957E-001                  1.3174787062353968E+000                  6.8500000000000005E-001                  2.8996913816348990E-001                  4.3020091571324658E-003                  1.1674219741050247E-002                  4.3020091571324649E-003                  1.1674219741050240E-002                  6.7328649997906487E-001                  2.8501066589203194E-001                                        0                                        0                                        8 
                                      48                                      424                 -5.0039891102915168E-001                 -1.2784814357616336E+000                  9.8289999996333866E-001                  3.3291187785611761E+001                 -9.9363355299535456E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  1.7342043041734608E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  1.7342043041734608E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4506221410015403E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4506221410015403E+001                 -1.4506221410015403E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1186614465641796E+003                  3.6147560944735715E+000                  1.5435076296398085E+000                  1.1627877888409296E+001                  1.0655004623253868E+000                  2.2993977638139280E+000                 -2.4214160050643725E-006                  5.8459135662588251E+000                 -2.1964811695181687E+000                  1.1767619448105636E+001                 -2.1964811695181687E+000                  5.8459135662588251E+000                  6.2945900141040123E-001                  8.4249475397894957E-001                  1.3174787062353968E+000                  6.8500000000000005E-001                  2.8996913816348990E-001                  4.3020091571324658E-003                  1.1674219741050247E-002                  4.3020091571324649E-003                  1.1674219741050240E-002                  6.7328649997488743E-001                  2.8501066589026353E-001                                        0                                        0                                        7 
                                      49                                      424                 -4.2120620995105640E-001                 -1.1993001897140090E+000                  9.8289999995602118E-001                  3.3291187785608528E+001                 -9.9363432117441590E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  1.7342036437197768E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  1.7342036437197768E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4506209334657994E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4506209334657994E+001                 -1.4506209334657994E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1186571872013192E+003                  3.6147556453425209E+000                  1.5435032232469168E+000                  1.1627842949917026E+001                  1.0654991573910437E+000                  2.2994003736793811E+000                 -1.8555995048009448E-006                  5.8459148299781498E+000                 -2.1964792459711022E+000                  1.1767622645095539E+001                 -2.1964792459711022E+000                  5.8459148299781498E+000                  6.2945899889808477E-001                  8.4249475397894957E-001                  1.3174787062353968E+000                  6.8500000000000005E-001                  2.8996913816348990E-001                  4.3020091571324658E-003                  1.1674219741050247E-002                  4.3020091571324640E-003                  1.1674219741050240E-002                  6.7328649996987444E-001                  2.8501066588814156E-001                                        0                                        0                                        5 
                                      50                                      424                 -3.4201541827550214E-001                 -1.1201189436663841E+000                  9.8289999994724042E-001                  3.3291187785604649E+001                 -9.9363489230681630E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  1.7342020921285212E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  1.7342020921285212E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4506194538095146E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4506194538095146E+001                 -1.4506194538095146E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1186553751882529E+003                  3.6147554542735842E+000                  1.5434998440222409E+000                  1.1627807943520470E+001                  1.0654978499165786E+000                  2.2994029886244314E+000                 -1.5412722609990662E-006                  5.8459163362530830E+000                 -2.1964769531770787E+000                  1.1767626455754121E+001                 -2.1964769531770787E+000                  5.8459163362530830E+000                  6.2945899590355836E-001                  8.4249475397894957E-001                  1.3174787062353968E+000                  6.8500000000000005E-001                  2.8996913816348990E-001                  4.3020091571324658E-003                  1.1674219741050247E-002                  4.3020091571324640E-003                  1.1674219741050240E-002                  6.7328649996385936E-001                  2.8501066588559543E-001                                        0                                        0                                        5 
                                      51                                      424                 -2.6282621769820397E-001                 -1.0409376976187594E+000                  9.8289999993670363E-001                  3.3291187785599995E+001                 -9.9363536097634224E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  1.7341992299340161E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  1.7341992299340161E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4506176551652716E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4506176551652716E+001                 -1.4506176551652716E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1186550936841395E+003                  3.6147554245901863E+000                  1.5434969209189449E+000                  1.1627770401459683E+001                  1.0654964477317266E+000                  2.2994057929894796E+000                 -1.3722323343270489E-006                  5.8459181390450734E+000                 -2.1964742090149239E+000                  1.1767631016579283E+001                 -2.1964742090149239E+000                  5.8459181390450734E+000                  6.2945899231953162E-001                  8.4249475397894957E-001                  1.3174787062353968E+000                  6.8500000000000005E-001                  2.8996913816348990E-001                  4.3020091571324658E-003                  1.1674219741050247E-002                  4.3020091571324640E-003                  1.1674219741050238E-002                  6.7328649995664203E-001                  2.8501066588254020E-001                                        0                                        0                                        6 
                                      52                                      424                 -1.8363834298714440E-001                 -9.6175645157113454E-001                  9.8289999992405974E-001                  3.3291187785594403E+001                 -9.9363579350469156E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  1.7341948478065150E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  1.7341948478065150E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4506154821995262E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4506154821995262E+001                 -1.4506154821995262E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1186557755872927E+003                  3.6147554964939377E+000                  1.5434940525277003E+000                  1.1627728152189990E+001                  1.0654948697286020E+000                  2.2994089489901426E+000                 -1.2838691405261980E-006                  5.8459203025758031E+000                 -2.1964709157467266E+000                  1.1767636490024834E+001                 -2.1964709157467266E+000                  5.8459203025758031E+000                  6.2945898801831146E-001                  8.4249475397894957E-001                  1.3174787062353968E+000                  6.8500000000000005E-001                  2.8996913816348990E-001                  4.3020091571324658E-003                  1.1674219741050247E-002                  4.3020091571324640E-003                  1.1674219741050236E-002                  6.7328649994798062E-001                  2.8501066587887397E-001                                        0                                        0                                        4 
                                      53                                      424                 -1.0445157313060827E-001                 -8.8257520552350976E-001                  9.8289999990888721E-001                  3.3291187785587702E+001                 -9.9363623814356981E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  1.7341889667226470E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  1.7341889667226470E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4506128725669255E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4506128725669255E+001                 -1.4506128725669255E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1186571344892336E+003                  3.6147556397842608E+000                  1.5434909667204144E+000                  1.1627679169985386E+001                  1.0654930402443126E+000                  2.2994126079520174E+000                 -1.2387360490235663E-006                  5.8459229077434545E+000                 -2.1964669502710441E+000                  1.1767643080713045E+001                 -2.1964669502710441E+000                  5.8459229077434545E+000                  6.2945898283903834E-001                  8.4249475397894957E-001                  1.3174787062353968E+000                  6.8500000000000005E-001                  2.8996913816348990E-001                  4.3020091571324658E-003                  1.1674219741050247E-002                  4.3020091571324640E-003                  1.1674219741050238E-002                  6.7328649993758782E-001                  2.8501066587447427E-001                                        0                                        0                                        8 
                                      54                                      424                 -2.5265723962559120E-002                 -8.0339395947588488E-001                  9.8289999989068033E-001                  3.3291187785579659E+001                 -9.9363672967205687E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  2.4586770193122612E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  2.4586770193122612E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4506097590766975E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4506097590766975E+001                 -1.4506097590766975E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1186590577676961E+003                  3.6147558425855624E+000                  1.5434874648309640E+000                  1.1627621431332832E+001                  1.0654908836969836E+000                  2.2994169210386302E+000                 -1.2159539508706316E-006                  5.8459260595119789E+000                 -2.1964621528976260E+000                  1.1767651054106111E+001                 -2.1964621528976260E+000                  5.8459260595119789E+000                  6.2945897657298655E-001                  8.4249475397894957E-001                  1.3174787062353968E+000                  6.8500000000000005E-001                  2.8996913816348990E-001                  4.3020091571324658E-003                  1.1674219741050247E-002                  4.3020091571324640E-003                  1.1674219741050238E-002                  6.7328649992511580E-001                  2.8501066586919488E-001                                        0                                        0                                        6 
                                      55                                      424                  5.3919357981483791E-002                 -7.2421271342826010E-001                  9.8289999986883225E-001                  3.3291187785570003E+001                 -9.9363729551493041E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  2.4367543583603379E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  2.4367543583603379E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4506060267377187E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4506060267377187E+001                 -1.4506060267377187E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1186614857437480E+003                  3.6147560986048823E+000                  1.5434833596867898E+000                  1.1627552767705181E+001                  1.0654883190862572E+000                  2.2994220502504295E+000                 -1.2045855878384665E-006                  5.8459298490931353E+000                 -2.1964563847296046E+000                  1.1767660641014235E+001                 -2.1964563847296046E+000                  5.8459298490931353E+000                  6.2945896903879683E-001                  8.4249475397894957E-001                  1.3174787062353968E+000                  6.8500000000000005E-001                  2.8996913816348990E-001                  4.3020091571324658E-003                  1.1674219741050247E-002                  4.3020091571324632E-003                  1.1674219741050236E-002                  6.7328649991015010E-001                  2.8501066586285956E-001                                        0                                        0                                        9 
                                      56                                      424                  1.3310380058357626E-001                 -6.4503146738063533E-001                  9.8289999984261478E-001                  3.3291187785558421E+001                 -9.9363796248945508E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  2.4364719329742081E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  2.4364719329742081E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4506015498112371E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4506015498112371E+001                 -1.4506015498112371E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1186644671503664E+003                  3.6147564129807974E+000                  1.5434784889131583E+000                  1.1627470730494005E+001                  1.0654852549476099E+000                  2.2994281785161403E+000                 -1.1991222013419894E-006                  5.8459344010829417E+000                 -2.1964494561103605E+000                  1.1767672156648754E+001                 -2.1964494561103605E+000                  5.8459344010829417E+000                  6.2945895998870449E-001                  8.4249475397894957E-001                  1.3174787062353968E+000                  6.8500000000000005E-001                  2.8996913816348990E-001                  4.3020091571324658E-003                  1.1674219741050247E-002                  4.3020091571324632E-003                  1.1674219741050238E-002                  6.7328649989219147E-001                  2.8501066585525747E-001                                        0                                        0                                        9 
                                      57                                      424                  2.1228771040861838E-001                 -5.6585022133301055E-001                  9.8289999981115428E-001                  3.3291187785544516E+001                 -9.9363875597952447E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  2.4363696549307363E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  2.4363696549307363E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4505961787821187E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4505961787821187E+001                 -1.4505961787821187E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1186680881947013E+003                  3.6147567948033261E+000                  1.5434726770234211E+000                  1.1627372484094458E+001                  1.0654815853576842E+000                  2.2994355176820904E+000                 -1.1966090059412665E-006                  5.8459398661956357E+000                 -2.1964411376322754E+000                  1.1767685982291235E+001                 -2.1964411376322754E+000                  5.8459398661956357E+000                  6.2945894912298972E-001                  8.4249475397894957E-001                  1.3174787062353968E+000                  6.8500000000000005E-001                  2.8996913816348990E-001                  4.3020091571324658E-003                  1.1674219741050247E-002                  4.3020091571324640E-003                  1.1674219741050236E-002                  6.7328649987064093E-001                  2.8501066584613488E-001                                        0                                        0                                        5 
                                      58                                      424                  2.9147117625827684E-001                 -4.8666897528538566E-001                  9.8289999977340292E-001                  3.3291187785527839E+001                 -9.9363970412610065E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  2.4362721397204470E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  2.4362721397204470E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4505897344119175E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4505897344119175E+001                 -1.4505897344119175E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1186724397050848E+003                  3.6147572536497079E+000                  1.5434657138536165E+000                  1.1627254702766061E+001                  1.0654771860800194E+000                  2.2994443162207401E+000                 -1.1954010751272241E-006                  5.8459464257493607E+000                 -2.1964311533065555E+000                  1.1767702576643833E+001                 -2.1964311533065555E+000                  5.8459464257493607E+000                  6.2945893608104864E-001                  8.4249475397894957E-001                  1.3174787062353968E+000                  6.8500000000000005E-001                  2.8996913816348990E-001                  4.3020091571324658E-003                  1.1674219741050247E-002                  4.3020091571324649E-003                  1.1674219741050236E-002                  6.7328649984478106E-001                  2.8501066583518808E-001                                        0                                        0                                        9 
                                      59                                      424                  3.7065427213226265E-001                 -4.0748772923776083E-001                  9.8289999972810249E-001                  3.3291187785507823E+001                 -9.9364084036917966E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  2.4361660320091824E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  2.4361660320091824E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4505820017805675E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4505820017805675E+001                 -1.4505820017805675E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1186776630122095E+003                  3.6147578044223310E+000                  1.5434573621904009E+000                  1.1627113413768404E+001                  1.0654719087031643E+000                  2.2994548709544338E+000                 -1.1949733739009225E-006                  5.8459542977495955E+000                 -2.1964191713036985E+000                  1.1767722491219079E+001                 -2.1964191713036985E+000                  5.8459542977495955E+000                  6.2945892042928064E-001                  8.4249475397894946E-001                  1.3174787062353968E+000                  6.8500000000000005E-001                  2.8996913816348990E-001                  4.3020091571324658E-003                  1.1674219741050247E-002                  4.3020091571324640E-003                  1.1674219741050236E-002                  6.7328649981374999E-001                  2.8501066582205226E-001                                        0                                        0                                        6 
                                      60                                      424                  4.4983705969583621E-001                 -3.2830648319013606E-001                  9.8289999967374320E-001                  3.3291187785483800E+001                 -9.9364220327118513E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  2.4360440704671696E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999988510566473E-001                  2.4360440704671696E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4505727231515888E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4505727231515888E+001                 -1.4505727231515888E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1186839471491012E+003                  3.6147584670534267E+000                  1.5434473494825913E+000                  1.1626943902331197E+001                  1.0654655770870685E+000                  2.2994675341626070E+000                 -1.1947141037125468E-006                  5.8459637441376202E+000                 -2.1964047929204722E+000                  1.1767746388677160E+001                 -2.1964047929204722E+000                  5.8459637441376202E+000                  6.2945890164665208E-001                  8.4249475397894946E-001                  1.3174787062353968E+000                  6.8500000000000005E-001                  2.8996913816348990E-001                  4.3020091571324658E-003                  1.1674219741050247E-002                  4.3020091571324640E-003                  1.1674219741050236E-002                  6.7328649977651445E-001                  2.8501066580628981E-001                                        0                                        0                                        5 
