                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                                    3800                                     1078                  1.0000000000000000E+000                  2.0000000000000000E-002                  2.5836755896932375E+008                  5.3722448016700446E+003                  3.9061188887568378E+003                  2.4842232415242557E+002                  3.4463805575213662E+001                  1.8675491605887782E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8010386989056630E-001                  5.4322051246769041E-005                  9.6389210884077915E-003                  3.9903291066650682E-003                  2.0539441734844887E-003                  9.9400905578620258E-001                  0.0000000000000000E+000                  4.5940269937394435E-001                  9.1865356497846361E-004                  5.1386814605829390E-001                  2.0591269195996947E-003                  4.6041743618034448E-003                  6.9809167320678874E-003                  2.0416391085229658E-003                  3.1701238102412355E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9400126604632288E-001                  3.4223636269144805E+001                  9.9399887131396703E-001                  3.4163124490997042E+001                  2.0318107247671802E+006                  2.7089835561201799E+003                  4.0012871595883794E+007                  2.4696063903538763E+002                  2.4696063903501332E+002                  1.0771747022091943E-010                  1.6842345110642395E+001                  5.0000000000000000E+001                  1.0000000000000000E+003                  8.1536021769538840E+015 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                   radius                                  entropy                       engulfment_heating 
                                       1                  9.9400905578620258E-001                  1.5373632315874202E+000                  3.5917454622013358E+000                 -8.1241621082053346E+000                  3.2650452660772622E+000                  6.8046110746976229E-001                  2.9947201904996812E-001                  2.0066873480269587E-002                  3.4463805575213662E+001                  2.0361135558879983E+001                 -9.8999999999999986E+001 
                                       2                  9.9400905578570553E-001                  1.5373632312578887E+000                  3.5917454835938685E+000                 -8.1241614016654431E+000                  3.2650454371902140E+000                  6.8045983952218647E-001                  2.9947328134230500E-001                  2.0066879135508531E-002                  3.4463805549063409E+001                  2.0361110718860861E+001                 -9.8999999999999986E+001 
                                       3                  9.9400905578390375E-001                  1.5373632300633446E+000                  3.5917455171280901E+000                 -8.1241602941165354E+000                  3.2650457054211959E+000                  6.8045785192869079E-001                  2.9947526007083053E-001                  2.0066888000478622E-002                  3.4463805454269362E+001                  2.0361071780514269E+001                 -9.8999999999999986E+001 
                                       4                  9.9400905578210208E-001                  1.5373632288688022E+000                  3.5917455613585343E+000                 -8.1241583316446864E+000                  3.2650460592083590E+000                  6.8045408819373376E-001                  2.9947900701895658E-001                  2.0066904787309658E-002                  3.4463805359475430E+001                  2.0360998227865885E+001                 -9.8999999999999986E+001 
                                       5                  9.9400905577915111E-001                  1.5373632269122326E+000                  3.5917456162851367E+000                 -8.1241560736307594E+000                  3.2650464985515031E+000                  6.8044982191930559E-001                  2.9948325426515088E-001                  2.0066923815543536E-002                  3.4463805204210210E+001                  2.0360914809601280E+001                 -9.8999999999999986E+001 
                                       6                  9.9400905577620025E-001                  1.5373632249556739E+000                  3.5917456986748837E+000                 -8.1241520605139925E+000                  3.2650471575653990E+000                  6.8044199700655694E-001                  2.9949104427759704E-001                  2.0066958715845962E-002                  3.4463805048945837E+001                  2.0360761983051749E+001                 -9.8999999999999986E+001 
                                       7                  9.9400905577029830E-001                  1.5373632210425903E+000                  3.5917458085275684E+000                 -8.1241488289515811E+000                  3.2650480362490697E+000                  6.8043638893284852E-001                  2.9949662733844262E-001                  2.0066983728708854E-002                  3.4463804738419796E+001                  2.0360651975687205E+001                 -9.8999999999999986E+001 
                                       8                  9.9400905576439647E-001                  1.5373632171295377E+000                  3.5917459863154155E+000                 -8.1241462971733966E+000                  3.2650494583255054E+000                  6.8043345609581130E-001                  2.9949954709458021E-001                  2.0066996809608550E-002                  3.4463804427896207E+001                  2.0360593313281942E+001                 -9.8999999999999986E+001 
                                       9                  9.9400905575119469E-001                  1.5373632083767077E+000                  3.5917463187646339E+000                 -8.1241398642626166E+000                  3.2650521174805411E+000                  6.8042410430730449E-001                  2.9950885717268566E-001                  2.0067038520009906E-002                  3.4463803733308012E+001                  2.0360408466897869E+001                 -9.8999999999999986E+001 
                                      10                  9.9400905572867426E-001                  1.5373631934456244E+000                  3.5917467162585743E+000                 -8.1241322355280268E+000                  3.2650552968841065E+000                  6.8041306573136762E-001                  2.9951984651489283E-001                  2.0067087753739554E-002                  3.4463802548439361E+001                  2.0360190234074100E+001                 -9.8999999999999986E+001 
                                      11                  9.9400905570848341E-001                  1.5373631800593719E+000                  3.5917473522491039E+000                 -8.1241201676409016E+000                  3.2650603838820285E+000                  6.8039571830051182E-001                  2.9953711657356497E-001                  2.0067165125923214E-002                  3.4463801486162104E+001                  2.0359847173440773E+001                 -9.8999999999999986E+001 
                                      12                  9.9400905566033604E-001                  1.5373631481391918E+000                  3.5917488031092590E+000                 -8.1241001850084054E+000                  3.2650719883764387E+000                  6.8037332755711344E-001                  2.9955940745083787E-001                  2.0067264992048695E-002                  3.4463798953109624E+001                  2.0359398458251359E+001                 -9.8999999999999986E+001 
                                      13                  9.9400905555258712E-001                  1.5373630767081758E+000                  3.5917513326883284E+000                 -8.1240745254142634E+000                  3.2650922196434493E+000                  6.8035518799958283E-001                  2.9957746610317915E-001                  2.0067345897238020E-002                  3.4463793284642563E+001                  2.0359022205599587E+001                 -9.8999999999999986E+001 
                                      14                  9.9400905538853679E-001                  1.5373629679592009E+000                  3.5917561052258984E+000                 -8.1240331090248841E+000                  3.2651303855684461E+000                  6.8033688165950723E-001                  2.9959569079419002E-001                  2.0067427546302752E-002                  3.4463784654779921E+001                  2.0358621625107908E+001                 -9.8999999999999986E+001 
                                      15                  9.9400905503980863E-001                  1.5373627368089706E+000                  3.5917670201767069E+000                 -8.1239412153099941E+000                  3.2652176508369561E+000                  6.8030140194493560E-001                  2.9963101226383121E-001                  2.0067585791233133E-002                  3.4463766311674100E+001                  2.0357829652291308E+001                 -9.8999999999999986E+001 
                                      16                  9.9400905421591679E-001                  1.5373621908165505E+000                  3.5917844239311045E+000                 -8.1238117936488692E+000                  3.2653567214039447E+000                  6.8028360138882327E-001                  2.9964873342714021E-001                  2.0067665184036576E-002                  3.4463722984060851E+001                  2.0357320300673791E+001                 -9.8999999999999986E+001 
                                      17                  9.9400905317058130E-001                  1.5373614982770349E+000                  3.5918070268853071E+000                 -8.1236539807586539E+000                  3.2655372086456165E+000                  6.8028357635609682E-001                  2.9964875834824145E-001                  2.0067665295661730E-002                  3.4463668027177938E+001                  2.0357107681841480E+001                 -9.8999999999999986E+001 
