                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                                     700                                      532                  2.1000000000000001E+000                  2.0000000000000000E-002                  1.0112568420411155E+009                  3.4687764979070485E+003                  7.4834533708355757E+003                  3.2715060647387752E+001                  3.4074429043683154E+000                 -1.5425040132215222E+000                  1.3574662291787256E-006                  2.5128994887357314E-019                  9.8049031743958881E-001                  1.4062711544735181E-004                  1.2089768073620765E-002                  1.0384481859999539E-003                  1.6644679851692346E-003                  2.0989503536821461E+000                 -2.1224008335037859E-012                  1.2390355541759492E+000                  5.2609815544339331E-004                  8.1725583951382463E-001                  3.9828006726092980E-003                  8.2937076562019322E-003                  1.6535496521989594E-002                  3.5048717986335340E-003                  1.7425837697587329E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.0989503534575298E+000                  3.4062583913850406E+000                  2.0989503519962658E+000                  3.3967676359404888E+000                  4.3468571623330718E+004                  9.2769999557249201E+005                  6.4158534697680414E+008                  3.7209543423677815E+001                  3.7209442661538269E+001                  2.1150866620869579E-028                  2.4625571396384887E+000                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.1913395093479720E+016 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83 
                                    zone                                     logT                                   logRho                                     logP                                     logR                                  entropy                              mixing_type                                   csound                                      eta                                       mu                                   logtau                                  logPgas              log_thermal_time_to_surface                                     abar                                       ye                                  eps_nuc                              non_nuc_neu                        mlt_mixing_length                          mlt_mixing_type                                 brunt_N2                    pressure_scale_height                                log_D_mix                            log_mlt_D_mix                               log_D_conv                               log_D_soft                               log_D_semi                                log_D_ovr                               log_D_thrm                            log_D_minimum                               log_D_anon                                    j_rot                                    gradT                                    gradr                                     mass                                     neut                                       h1                                       h2                                      he3                                      he4                                      li7                                      be7                                      be9                                     be10                                       b8                                      c12                                      c13                                      n13                                      n14                                      n15                                      o14                                      o15                                      o16                                      o17                                      o18                                      f17                                      f18                                      f19                                     ne18                                     ne19                                     ne20                                     ne21                                     ne22                                     na21                                     na22                                     na23                                     na24                                     mg23                                     mg24                                     mg25                                     mg26                                     al25                                     al26                                     al27                                     si27                                     si28                                     si29                                     si30                                      p30                                      p31                                      s31                                      s32                                      s33                                      s34 
                                       1                  3.8742385108270359E+000                 -8.1709335172153281E+000                  3.5163924937678859E+000                  5.3242858746326993E-001                  2.1842551652289885E+001                                        6                  7.7483689455978898E+005                 -1.7847715639807561E+001                  1.2782585497586163E+000                 -1.7609125905568127E-001                  3.5153439132725097E+000                 -1.1755712213879101E+000                  1.2966631741936001E+000                  8.4999000418019055E-001                  2.7202953412453329E-028                  0.0000000000000000E+000                  1.4736112390780103E+008                                        0                  2.4384369453205781E-006                  1.4115455799285520E-003                  2.8168939885638067E+000                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  4.4988688068378675E+014                  1.2530805018232874E-001                  1.2530805018232874E-001                  2.0989503536821461E+000                  0.0000000000000000E+000                  6.9999999996691920E-001                  6.3173156191746490E-017                  2.9797668332457454E-005                  2.7997020236474823E-001                  1.3737063620833964E-037                  1.4551087540442324E-040                  1.0000057135433344E-099                  1.0000057135433344E-099                  6.4104094293991818E-099                  3.4035872018751269E-003                  3.8023408936841534E-005                  1.0000000000000967E-099                  1.0035832347161421E-003                  4.5753121204573724E-006                  1.0692808983021619E-099                  1.0000000000048666E-099                  9.3335999840413290E-003                  4.0829288289208140E-006                  2.2763696269698952E-005                  1.0000000166686932E-099                  1.0000000001422645E-099                  3.3960595465620547E-007                  1.0000000000000232E-099                  1.0000000000000065E-099                  1.6706901415708779E-003                  3.4596806546908892E-006                  1.0915336891356493E-004                  1.0000000000000055E-099                  1.0000000006989665E-099                  2.7991611131159459E-005                  1.0000000000004558E-099                  1.0000000000000043E-099                  3.2549630000222323E-003                  5.6717505407521517E-005                  6.5050277949141780E-005                  1.0000000000000016E-099                  1.0000018714527520E-099                  4.8660508156736706E-005                  1.0000000000000021E-099                  5.4736785005565509E-004                  2.8714997380371621E-005                  1.9718352406102885E-005                  1.0000000000000018E-099                  6.8357904993627048E-006                  1.0000000000000353E-099                  3.3177695399845141E-004                  2.7008375823713674E-006                  1.5643751528443182E-005 
                                       2                  3.8746482384050038E+000                 -8.1681486176451514E+000                  3.5196391238777256E+000                  5.3242768540120433E-001                  2.1840879013567513E+001                                        6                  7.7507645269828406E+005                 -1.7835565085065824E+001                  1.2780932538631375E+000                 -1.7391107140728568E-001                  3.5185944226225159E+000                 -6.9809277486713006E-001                  1.2966631741936001E+000                  8.4999000418019055E-001                  2.7377972994248419E-028                  0.0000000000000000E+000                  1.4741310790153450E+008                                        0                  2.3833883628374626E-006                  1.4130412263373480E-003                  2.8168939885638067E+000                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  4.4988501179038438E+014                  1.2606467985922440E-001                  1.2606467985922440E-001                  2.0989503536809657E+000                  0.0000000000000000E+000                  6.9999999996691920E-001                  6.3173156191745147E-017                  2.9797668332457454E-005                  2.7997020236474823E-001                  1.3737063621016395E-037                  1.4551087540439588E-040                  1.0000057135433344E-099                  1.0000057135433344E-099                  6.4104094293991818E-099                  3.4035872018751269E-003                  3.8023408936841534E-005                  1.0000000000000967E-099                  1.0035832347161421E-003                  4.5753121204573724E-006                  1.0692808983021619E-099                  1.0000000000048666E-099                  9.3335999840413290E-003                  4.0829288289208140E-006                  2.2763696269698952E-005                  1.0000000166686932E-099                  1.0000000001422645E-099                  3.3960595465620547E-007                  1.0000000000000232E-099                  1.0000000000000065E-099                  1.6706901415708779E-003                  3.4596806546908892E-006                  1.0915336891356493E-004                  1.0000000000000055E-099                  1.0000000006989864E-099                  2.7991611131159459E-005                  1.0000000000004556E-099                  1.0000000000000043E-099                  3.2549630000222323E-003                  5.6717505407521517E-005                  6.5050277949141780E-005                  1.0000000000000016E-099                  1.0000018714527485E-099                  4.8660508156736706E-005                  1.0000000000000021E-099                  5.4736785005565509E-004                  2.8714997380371621E-005                  1.9718352406102885E-005                  1.0000000000000018E-099                  6.8357904993627048E-006                  1.0000000000000353E-099                  3.3177695399845141E-004                  2.7008375823713674E-006                  1.5643751528443182E-005 
                                       3                  3.8755658540795546E+000                 -8.1621003318710255E+000                  3.5267255829719035E+000                  5.3242589901663917E-001                  2.1837728888144913E+001                                        3                  7.7561207823093049E+005                 -1.7808656423119889E+001                  1.2777126559838980E+000                 -1.6953667761401506E-001                  3.5256890764851732E+000                 -2.8950561684451148E-001                  1.2966631741936001E+000                  8.4999000418019055E-001                  2.7761971523706876E-028                  0.0000000000000000E+000                  1.4762352573507762E+008                                        0                  2.1606517447742925E-006                  1.4164114647953327E-003                  2.7539334537307054E+000                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  2.0797018523734465E+000                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  4.4988131457044819E+014                  1.2912612018138722E-001                  1.2912612018138722E-001                  2.0989503536786125E+000                  0.0000000000000000E+000                  6.9999999996691920E-001                  6.3173156191735015E-017                  2.9797668332457454E-005                  2.7997020236474823E-001                  1.3737063622391708E-037                  1.4551087540418956E-040                  1.0000057135433342E-099                  1.0000057135433342E-099                  6.4104094293991818E-099                  3.4035872018751269E-003                  3.8023408936841534E-005                  1.0000000000000967E-099                  1.0035832347161421E-003                  4.5753121204573724E-006                  1.0692808983021619E-099                  1.0000000000048666E-099                  9.3335999840413290E-003                  4.0829288289208140E-006                  2.2763696269698952E-005                  1.0000000166686932E-099                  1.0000000001422645E-099                  3.3960595465620547E-007                  1.0000000000000232E-099                  1.0000000000000065E-099                  1.6706901415708779E-003                  3.4596806546908892E-006                  1.0915336891356493E-004                  1.0000000000000055E-099                  1.0000000006991963E-099                  2.7991611131159459E-005                  1.0000000000004552E-099                  1.0000000000000043E-099                  3.2549630000222323E-003                  5.6717505407521517E-005                  6.5050277949141780E-005                  1.0000000000000016E-099                  1.0000018714527245E-099                  4.8660508156736706E-005                  1.0000000000000021E-099                  5.4736785005565509E-004                  2.8714997380371621E-005                  1.9718352406102885E-005                  1.0000000000000018E-099                  6.8357904993627048E-006                  1.0000000000000353E-099                  3.3177695399845141E-004                  2.7008375823713674E-006                  1.5643751528443182E-005 
                                       4                  3.8775385056222311E+000                 -8.1499723627632239E+000                  3.5411044990484419E+000                  5.3242181699574909E-001                  2.1833665063292941E+001                                        3                  7.7676129642187653E+005                 -1.7752147236182051E+001                  1.2768457110598297E+000                 -1.5924891958059595E-001                  3.5400833808333649E+000                  5.9748291980101655E-002                  1.2966631741936001E+000                  8.4999000418019055E-001                  2.8548266903448673E-028                  0.0000000000000000E+000                  1.4812920311584508E+008                                        0                  1.6200200865065691E-006                  1.4237450144647318E-003                  3.8636393046145008E+000                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  3.8539832870212578E+000                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  4.4987288152378150E+014                  1.3655910732799903E-001                  1.3655910732799903E-001                  2.0989503536731604E+000                  0.0000000000000000E+000                  6.9999999996691920E-001                  6.3173156191730910E-017                  2.9797668332457454E-005                  2.7997020236474823E-001                  1.3737063622948518E-037                  1.4551087540410601E-040                  1.0000057135433342E-099                  1.0000057135433342E-099                  6.4104094293991818E-099                  3.4035872018751269E-003                  3.8023408936841534E-005                  1.0000000000000967E-099                  1.0035832347161421E-003                  4.5753121204573724E-006                  1.0692808983025081E-099                  1.0000000000048666E-099                  9.3335999840413290E-003                  4.0829288289208140E-006                  2.2763696269698952E-005                  1.0000000166686932E-099                  1.0000000001422645E-099                  3.3960595465620547E-007                  1.0000000000000232E-099                  1.0000000000000065E-099                  1.6706901415708779E-003                  3.4596806546908892E-006                  1.0915336891356493E-004                  1.0000000000000055E-099                  1.0000000006991372E-099                  2.7991611131159459E-005                  1.0000000000004564E-099                  1.0000000000000043E-099                  3.2549630000222323E-003                  5.6717505407521517E-005                  6.5050277949141780E-005                  1.0000000000000016E-099                  1.0000018714527150E-099                  4.8660508156736706E-005                  1.0000000000000021E-099                  5.4736785005565509E-004                  2.8714997380371621E-005                  1.9718352406102885E-005                  1.0000000000000018E-099                  6.8357904993627048E-006                  1.0000000000000353E-099                  3.3177695399845141E-004                  2.7008375823713674E-006                  1.5643751528443182E-005 
                                       5                  3.8802287312481392E+000                 -8.1354432569989452E+000                  3.5587434977330266E+000                  5.3241396700293231E-001                  2.1833538265354765E+001                                        3                  7.7832646959379921E+005                 -1.7677692707768131E+001                  1.2755600732242851E+000                 -1.3824973541107122E-001                  3.5577384425703062E+000                  2.4274895972743479E-001                  1.2966631741936001E+000                  8.4999000418019055E-001                  2.9519612236939312E-028                  0.0000000000000000E+000                  1.4919561822585198E+008                                        0                  4.5001872446838336E-007                  1.4339249097446698E-003                  7.2657594120679718E+000                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  7.2655407426094003E+000                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  4.4985668176856906E+014                  1.5265081514295581E-001                  1.5265081514295581E-001                  2.0989503536623779E+000                  0.0000000000000000E+000                  6.9999999996691920E-001                  6.3173156191730910E-017                  2.9797668332457454E-005                  2.7997020236474823E-001                  1.3737063622949103E-037                  1.4551087540410591E-040                  1.0000057135433342E-099                  1.0000057135433342E-099                  6.4104094293991818E-099                  3.4035872018751269E-003                  3.8023408936841534E-005                  1.0000000000000967E-099                  1.0035832347161421E-003                  4.5753121204573724E-006                  1.0692809002288387E-099                  1.0000000000048666E-099                  9.3335999840413290E-003                  4.0829288289208140E-006                  2.2763696269698952E-005                  1.0000000166686926E-099                  1.0000000001422645E-099                  3.3960595465620547E-007                  1.0000000000000232E-099                  1.0000000000000065E-099                  1.6706901415708779E-003                  3.4596806546908892E-006                  1.0915336891356493E-004                  1.0000000000000055E-099                  1.0000000006991372E-099                  2.7991611131159459E-005                  1.0000000000004601E-099                  1.0000000000000043E-099                  3.2549630000222323E-003                  5.6717505407521517E-005                  6.5050277949141780E-005                  1.0000000000000016E-099                  1.0000018714527148E-099                  4.8660508156736706E-005                  1.0000000000000021E-099                  5.4736785005565509E-004                  2.8714997380371621E-005                  1.9718352406102885E-005                  1.0000000000000018E-099                  6.8357904993627048E-006                  1.0000000000000353E-099                  3.3177695399845141E-004                  2.7008375823713674E-006                  1.5643751528443182E-005 
                                       6                  3.8840774988420219E+000                 -8.1173638273439401E+000                  3.5813318797446314E+000                  5.3240700997642532E-001                  2.1839743001436133E+001                                        1                  7.8060940335800196E+005                 -1.7573960692895700E+001                  1.2735596728967304E+000                 -1.1814311214630822E-001                  3.5803433532223350E+000                  4.6107000719269947E-001                  1.2966631741936001E+000                  8.4999000418019055E-001                  3.0774595480719518E-028                  0.0000000000000000E+000                  1.5026462315487194E+008                                        1                 -7.6084992914310351E-007                  1.4488434026697192E-003                  1.2269950471541517E+001                  9.3817669338203302E+000                  9.4033207697968955E+000                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  4.4984228389834619E+014                  1.6936808240979703E-001                  1.6936808240981038E-001                  2.0989503536524983E+000                  0.0000000000000000E+000                  6.9999999996691920E-001                  6.3173156191730910E-017                  2.9797668332457454E-005                  2.7997020236474823E-001                  1.3737063622949103E-037                  1.4551087540410591E-040                  1.0000057135433342E-099                  1.0000057135433342E-099                  6.4104094293991818E-099                  3.4035872018751269E-003                  3.8023408936841534E-005                  1.0000000000000967E-099                  1.0035832347161421E-003                  4.5753121204573724E-006                  1.0692809003382408E-099                  1.0000000000048666E-099                  9.3335999840413290E-003                  4.0829288289208140E-006                  2.2763696269698952E-005                  1.0000000166686924E-099                  1.0000000001422645E-099                  3.3960595465620547E-007                  1.0000000000000232E-099                  1.0000000000000065E-099                  1.6706901415708779E-003                  3.4596806546908892E-006                  1.0915336891356493E-004                  1.0000000000000055E-099                  1.0000000006991372E-099                  2.7991611131159459E-005                  1.0000000000004601E-099                  1.0000000000000043E-099                  3.2549630000222323E-003                  5.6717505407521517E-005                  6.5050277949141780E-005                  1.0000000000000016E-099                  1.0000018714527148E-099                  4.8660508156736706E-005                  1.0000000000000021E-099                  5.4736785005565509E-004                  2.8714997380371621E-005                  1.9718352406102885E-005                  1.0000000000000018E-099                  6.8357904993627048E-006                  1.0000000000000353E-099                  3.3177695399845141E-004                  2.7008375823713674E-006                  1.5643751528443182E-005 
                                       7                  3.8898965602292170E+000                 -8.0960435078535902E+000                  3.6096169044997306E+000                  5.3239496391849317E-001                  2.1862747710154284E+001                                        1                  7.8418833538730559E+005                 -1.7423444127938119E+001                  1.2701375278300742E+000                 -7.9572949573509855E-002                  3.6086397260630272E+000                  6.2414420360212941E-001                  1.2966631741936001E+000                  8.4999000418019055E-001                  3.2323279445194920E-028                  0.0000000000000000E+000                  1.5246158517400330E+008                                        1                 -3.3715890129342964E-006                  1.4721838891343694E-003                  1.2379463200286247E+001                  1.0073772273467346E+001                  1.0081984847693064E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  4.4981732997361025E+014                  2.0563598358299492E-001                  2.0563598358501883E-001                  2.0989503536346654E+000                  0.0000000000000000E+000                  6.9999999996691920E-001                  6.3173156191730910E-017                  2.9797668332457454E-005                  2.7997020236474823E-001                  1.3737063622949103E-037                  1.4551087540410591E-040                  1.0000057135433342E-099                  1.0000057135433342E-099                  6.4104094293991818E-099                  3.4035872018751269E-003                  3.8023408936841534E-005                  1.0000000000000967E-099                  1.0035832347161421E-003                  4.5753121204573724E-006                  1.0692809006327732E-099                  1.0000000000048666E-099                  9.3335999840413290E-003                  4.0829288289208140E-006                  2.2763696269698952E-005                  1.0000000166686924E-099                  1.0000000001422645E-099                  3.3960595465620547E-007                  1.0000000000000232E-099                  1.0000000000000065E-099                  1.6706901415708779E-003                  3.4596806546908892E-006                  1.0915336891356493E-004                  1.0000000000000055E-099                  1.0000000006991372E-099                  2.7991611131159459E-005                  1.0000000000004601E-099                  1.0000000000000043E-099                  3.2549630000222323E-003                  5.6717505407521517E-005                  6.5050277949141780E-005                  1.0000000000000016E-099                  1.0000018714527148E-099                  4.8660508156736706E-005                  1.0000000000000021E-099                  5.4736785005565509E-004                  2.8714997380371621E-005                  1.9718352406102885E-005                  1.0000000000000018E-099                  6.8357904993627048E-006                  1.0000000000000353E-099                  3.3177695399845141E-004                  2.7008375823713674E-006                  1.5643751528443182E-005 
                                       8                  3.8995999748727757E+000                 -8.0706050671902432E+000                  3.6471051526802460E+000                  5.3238276887173608E-001                  2.1932372049954203E+001                                        1                  7.9075555884887942E+005                 -1.7187285820939472E+001                  1.2632536478720138E+000                 -3.4523431836526342E-002                  3.6461249840934742E+000                  8.3954566694062194E-001                  1.2966631741936001E+000                  8.4999000418019055E-001                  3.4273402504111887E-028                  0.0000000000000000E+000                  1.5530028404411015E+008                                        1                 -7.0202662680453692E-006                  1.5135176090908123E-003                  1.2393106366815990E+001                  1.0476664306971125E+001                  1.0484371984120394E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  4.4979206882219619E+014                  2.5667116318399547E-001                  2.5667116322660422E-001                  2.0989503536157055E+000                  0.0000000000000000E+000                  6.9999999996691920E-001                  6.3173156191730910E-017                  2.9797668332457454E-005                  2.7997020236474823E-001                  1.3737063622949103E-037                  1.4551087540410591E-040                  1.0000057135433342E-099                  1.0000057135433342E-099                  6.4104094293991818E-099                  3.4035872018751269E-003                  3.8023408936841534E-005                  1.0000000000000967E-099                  1.0035832347161421E-003                  4.5753121204573724E-006                  1.0692809012935203E-099                  1.0000000000048666E-099                  9.3335999840413290E-003                  4.0829288289208140E-006                  2.2763696269698952E-005                  1.0000000166686922E-099                  1.0000000001422645E-099                  3.3960595465620547E-007                  1.0000000000000232E-099                  1.0000000000000065E-099                  1.6706901415708779E-003                  3.4596806546908892E-006                  1.0915336891356493E-004                  1.0000000000000055E-099                  1.0000000006991372E-099                  2.7991611131159459E-005                  1.0000000000004601E-099                  1.0000000000000043E-099                  3.2549630000222323E-003                  5.6717505407521517E-005                  6.5050277949141780E-005                  1.0000000000000016E-099                  1.0000018714527148E-099                  4.8660508156736706E-005                  1.0000000000000021E-099                  5.4736785005565509E-004                  2.8714997380371621E-005                  1.9718352406102885E-005                  1.0000000000000018E-099                  6.8357904993627048E-006                  1.0000000000000353E-099                  3.3177695399845141E-004                  2.7008375823713674E-006                  1.5643751528443182E-005 
                                       9                  3.9121721625534294E+000                 -8.0554596798359057E+000                  3.6789119376972828E+000                  5.3236235962661860E-001                  2.2092455235597399E+001                                        1                  8.0073928812973062E+005                 -1.6913455270091283E+001                  1.2515109156552462E+000                  5.8331570701583228E-002                  3.6778891062579313E+000                  9.2219595604245108E-001                  1.2966631741936001E+000                  8.4999000418019055E-001                  3.5489890441500064E-028                  0.0000000000000000E+000                  1.6233883138488859E+008                                        1                 -1.7315441161297522E-005                  1.5725630150434902E-003                  1.2436332602244486E+001                  1.1135267361574449E+001                  1.1147199074316090E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  4.4974979573071100E+014                  3.9883044469937740E-001                  3.9883045127951849E-001                  2.0989503535820639E+000                  0.0000000000000000E+000                  6.9999999996691920E-001                  6.3173156191730910E-017                  2.9797668332457454E-005                  2.7997020236474823E-001                  1.3737063622949103E-037                  1.4551087540410591E-040                  1.0000057135433342E-099                  1.0000057135433342E-099                  6.4104094293991818E-099                  3.4035872018751269E-003                  3.8023408936841534E-005                  1.0000000000000967E-099                  1.0035832347161421E-003                  4.5753121204573724E-006                  1.0692809022444302E-099                  1.0000000000048666E-099                  9.3335999840413290E-003                  4.0829288289208140E-006                  2.2763696269698952E-005                  1.0000000166686918E-099                  1.0000000001422645E-099                  3.3960595465620547E-007                  1.0000000000000232E-099                  1.0000000000000065E-099                  1.6706901415708779E-003                  3.4596806546908892E-006                  1.0915336891356493E-004                  1.0000000000000055E-099                  1.0000000006991372E-099                  2.7991611131159459E-005                  1.0000000000004599E-099                  1.0000000000000043E-099                  3.2549630000222323E-003                  5.6717505407521517E-005                  6.5050277949141780E-005                  1.0000000000000016E-099                  1.0000018714527148E-099                  4.8660508156736706E-005                  1.0000000000000021E-099                  5.4736785005565509E-004                  2.8714997380371621E-005                  1.9718352406102885E-005                  1.0000000000000018E-099                  6.8357904993627048E-006                  1.0000000000000353E-099                  3.3177695399845141E-004                  2.7008375823713674E-006                  1.5643751528443182E-005 
